element,comp_id,skater_fullname,event,bv,goe,edge_call,underrotated,downgraded,invalid,other_error,num_jump_errors,num_quads,num_triples,num_doubles,date
4T,WC_1213,Andrei ROGOZINE,MEN_FS,10.30,-0.57,0,0,0,0,0,0,1,0,0,2013-03-11
3A+3T+2T,WC_1213,Andrei ROGOZINE,MEN_FS,13.90,0.57,0,0,0,0,0,0,0,2,1,2013-03-11
3S,WC_1213,Andrei ROGOZINE,MEN_FS,4.20,0.50,0,0,0,0,0,0,0,1,0,2013-03-11
3Lz,WC_1213,Andrei ROGOZINE,MEN_FS,6.00,-0.70,0,0,0,0,0,0,0,1,0,2013-03-11
3A+3T,WC_1213,Andrei ROGOZINE,MEN_FS,13.86,-0.43,0,0,0,0,0,0,0,2,0,2013-03-11
3Lo,WC_1213,Andrei ROGOZINE,MEN_FS,5.61,0.50,0,0,0,0,0,0,0,1,0,2013-03-11
3F,WC_1213,Andrei ROGOZINE,MEN_FS,5.83,0.00,0,0,0,0,0,0,0,1,0,2013-03-11
2A+2A+SEQ,WC_1213,Andrei ROGOZINE,MEN_FS,5.81,0.07,0,0,0,0,0,0,0,0,2,2013-03-11
4T,WC_1213,Brian JOUBERT,MEN_FS,10.30,1.57,0,0,0,0,0,0,1,0,0,2013-03-11
3S,WC_1213,Brian JOUBERT,MEN_FS,4.20,0.80,0,0,0,0,0,0,0,1,0,2013-03-11
3A,WC_1213,Brian JOUBERT,MEN_FS,6.00,-1.57,0,1,0,0,0,1,0,1,0,2013-03-11
4T+1T,WC_1213,Brian JOUBERT,MEN_FS,7.60,-1.00,0,1,0,0,0,1,1,0,0,2013-03-11
3F+2T,WC_1213,Brian JOUBERT,MEN_FS,6.60,-0.60,1,0,0,0,0,1,0,1,1,2013-03-11
3Lz,WC_1213,Brian JOUBERT,MEN_FS,6.60,0.90,0,0,0,0,0,0,0,1,0,2013-03-11
3S+2T,WC_1213,Brian JOUBERT,MEN_FS,6.05,0.50,0,0,0,0,0,0,0,1,1,2013-03-11
3F,WC_1213,Brian JOUBERT,MEN_FS,0.00,0.00,0,0,0,1,0,1,0,1,0,2013-03-11
4S,WC_1213,Michal BREZINA,MEN_FS,10.50,-3.00,0,0,0,0,0,0,1,0,0,2013-03-11
3A,WC_1213,Michal BREZINA,MEN_FS,8.50,2.00,0,0,0,0,0,0,0,1,0,2013-03-11
4S+SEQ,WC_1213,Michal BREZINA,MEN_FS,8.40,-3.00,0,0,0,0,0,0,1,0,0,2013-03-11
2A+2T,WC_1213,Michal BREZINA,MEN_FS,5.06,0.29,0,0,0,0,0,0,0,0,2,2013-03-11
3F,WC_1213,Michal BREZINA,MEN_FS,5.83,1.30,0,0,0,0,0,0,0,1,0,2013-03-11
3Lo,WC_1213,Michal BREZINA,MEN_FS,5.61,0.80,0,0,0,0,0,0,0,1,0,2013-03-11
3Lz,WC_1213,Michal BREZINA,MEN_FS,6.60,0.70,0,0,0,0,0,0,0,1,0,2013-03-11
3A+SEQ,WC_1213,Michal BREZINA,MEN_FS,5.28,-2.71,0,1,0,0,0,1,0,1,0,2013-03-11
3F,WC_1213,Peter LIEBERS,MEN_FS,5.30,-0.50,1,0,0,0,0,1,0,1,0,2013-03-11
3A+3T,WC_1213,Peter LIEBERS,MEN_FS,12.60,0.57,0,0,0,0,0,0,0,2,0,2013-03-11
3Lz,WC_1213,Peter LIEBERS,MEN_FS,6.00,0.10,0,0,0,0,0,0,0,1,0,2013-03-11
3A,WC_1213,Peter LIEBERS,MEN_FS,9.35,1.43,0,0,0,0,0,0,0,1,0,2013-03-11
3Lz+2T+2T,WC_1213,Peter LIEBERS,MEN_FS,9.46,0.30,0,0,0,0,0,0,0,1,2,2013-03-11
3Lo,WC_1213,Peter LIEBERS,MEN_FS,5.61,0.30,0,0,0,0,0,0,0,1,0,2013-03-11
3S,WC_1213,Peter LIEBERS,MEN_FS,4.62,0.50,0,0,0,0,0,0,0,1,0,2013-03-11
2A+2T,WC_1213,Peter LIEBERS,MEN_FS,5.06,0.21,0,0,0,0,0,0,0,0,2,2013-03-11
4S,WC_1213,Ross MINER,MEN_FS,7.40,-3.00,0,1,0,0,0,1,1,0,0,2013-03-11
3A,WC_1213,Ross MINER,MEN_FS,6.00,-3.00,0,1,0,0,0,1,0,1,0,2013-03-11
3A+2T,WC_1213,Ross MINER,MEN_FS,9.80,0.71,0,0,0,0,0,0,0,1,1,2013-03-11
3Lz+3T,WC_1213,Ross MINER,MEN_FS,10.10,0.90,0,0,0,0,0,0,0,2,0,2013-03-11
3Lz+1Lo+3S,WC_1213,Ross MINER,MEN_FS,11.77,0.70,0,0,0,0,0,0,0,2,0,2013-03-11
3Lo,WC_1213,Ross MINER,MEN_FS,5.61,0.40,0,0,0,0,0,0,0,1,0,2013-03-11
3F,WC_1213,Ross MINER,MEN_FS,5.83,-2.00,1,0,0,0,0,1,0,1,0,2013-03-11
2A,WC_1213,Ross MINER,MEN_FS,3.63,0.43,0,0,0,0,0,0,0,0,1,2013-03-11
4T+2T,WC_1213,Maxim KOVTUN,MEN_FS,11.60,0.29,0,0,0,0,0,0,1,0,1,2013-03-11
4T,WC_1213,Maxim KOVTUN,MEN_FS,10.30,1.00,0,0,0,0,0,0,1,0,0,2013-03-11
3Lz+3T,WC_1213,Maxim KOVTUN,MEN_FS,10.10,0.60,0,0,0,0,0,0,0,2,0,2013-03-11
3A+2T,WC_1213,Maxim KOVTUN,MEN_FS,10.78,1.00,0,0,0,0,0,0,0,1,1,2013-03-11
3A,WC_1213,Maxim KOVTUN,MEN_FS,9.35,-1.14,0,0,0,0,0,0,0,1,0,2013-03-11
3F,WC_1213,Maxim KOVTUN,MEN_FS,4.07,-2.10,1,1,0,0,0,2,0,1,0,2013-03-11
2S,WC_1213,Maxim KOVTUN,MEN_FS,1.43,0.00,0,0,0,0,0,0,0,0,1,2013-03-11
1A,WC_1213,Maxim KOVTUN,MEN_FS,1.21,-0.03,0,0,0,0,0,0,0,0,0,2013-03-11
3S,WC_1213,Florent AMODIO,MEN_FS,4.20,1.00,0,0,0,0,0,0,0,1,0,2013-03-11
4S,WC_1213,Florent AMODIO,MEN_FS,10.50,-3.00,0,0,0,0,0,0,1,0,0,2013-03-11
3A,WC_1213,Florent AMODIO,MEN_FS,8.50,-1.00,0,0,0,0,0,0,0,1,0,2013-03-11
3A+SEQ,WC_1213,Florent AMODIO,MEN_FS,7.48,-1.00,0,0,0,0,0,0,0,1,0,2013-03-11
3F,WC_1213,Florent AMODIO,MEN_FS,5.83,-0.90,1,0,0,0,0,1,0,1,0,2013-03-11
3Lz,WC_1213,Florent AMODIO,MEN_FS,6.60,0.70,0,0,0,0,0,0,0,1,0,2013-03-11
3S+2T,WC_1213,Florent AMODIO,MEN_FS,6.05,0.80,0,0,0,0,0,0,0,1,1,2013-03-11
3A,WC_1213,Misha GE,MEN_FS,6.00,-2.29,0,1,0,0,0,1,0,1,0,2013-03-11
3F+2T,WC_1213,Misha GE,MEN_FS,6.60,-0.50,1,0,0,0,0,1,0,1,1,2013-03-11
3Lz+2T+2Lo,WC_1213,Misha GE,MEN_FS,9.10,0.10,0,0,0,0,0,0,0,1,2,2013-03-11
3Lz,WC_1213,Misha GE,MEN_FS,6.00,0.50,0,0,0,0,0,0,0,1,0,2013-03-11
3Lo,WC_1213,Misha GE,MEN_FS,5.10,0.60,0,0,0,0,0,0,0,1,0,2013-03-11
3F,WC_1213,Misha GE,MEN_FS,5.83,-0.50,1,0,0,0,0,1,0,1,0,2013-03-11
3S+3T,WC_1213,Misha GE,MEN_FS,9.13,0.70,0,0,0,0,0,0,0,2,0,2013-03-11
2A,WC_1213,Misha GE,MEN_FS,3.63,0.29,0,0,0,0,0,0,0,0,1,2013-03-11
4T,WC_1213,Alexander MAJOROV,MEN_FS,10.30,-3.00,0,0,0,0,0,0,1,0,0,2013-03-11
3Lz+3T,WC_1213,Alexander MAJOROV,MEN_FS,10.10,0.20,0,0,0,0,0,0,0,2,0,2013-03-11
3Lo,WC_1213,Alexander MAJOROV,MEN_FS,5.10,0.10,0,0,0,0,0,0,0,1,0,2013-03-11
3F+3T,WC_1213,Alexander MAJOROV,MEN_FS,10.34,-0.70,1,0,0,0,0,1,0,2,0,2013-03-11
3A,WC_1213,Alexander MAJOROV,MEN_FS,9.35,0.00,0,0,0,0,0,0,0,1,0,2013-03-11
3F+2T+2T,WC_1213,Alexander MAJOROV,MEN_FS,8.69,-0.40,1,0,0,0,0,1,0,1,2,2013-03-11
3S,WC_1213,Alexander MAJOROV,MEN_FS,4.62,-0.60,0,0,0,0,0,0,0,1,0,2013-03-11
2A,WC_1213,Alexander MAJOROV,MEN_FS,3.63,0.07,0,0,0,0,0,0,0,0,1,2013-03-11
3T,WC_1213,Nan SONG,MEN_FS,4.10,0.80,0,0,0,0,0,0,0,1,0,2013-03-11
3A+2T,WC_1213,Nan SONG,MEN_FS,9.80,0.71,0,0,0,0,0,0,0,1,1,2013-03-11
3A,WC_1213,Nan SONG,MEN_FS,8.50,1.43,0,0,0,0,0,0,0,1,0,2013-03-11
3Lz+3T,WC_1213,Nan SONG,MEN_FS,11.11,0.30,0,0,0,0,0,0,0,2,0,2013-03-11
3F,WC_1213,Nan SONG,MEN_FS,5.83,-0.90,1,0,0,0,0,1,0,1,0,2013-03-11
3Lo,WC_1213,Nan SONG,MEN_FS,5.61,-0.70,0,0,0,0,0,0,0,1,0,2013-03-11
2A,WC_1213,Nan SONG,MEN_FS,3.63,-0.71,0,0,0,0,0,0,0,0,1,2013-03-11
2S+2T,WC_1213,Nan SONG,MEN_FS,2.86,-0.03,0,0,0,0,0,0,0,0,2,2013-03-11
3A+2T,WC_1213,Jorik HENDRICKX,MEN_FS,9.80,0.57,0,0,0,0,0,0,0,1,1,2013-03-11
3A,WC_1213,Jorik HENDRICKX,MEN_FS,8.50,-1.00,0,0,0,0,0,0,0,1,0,2013-03-11
3Lz+3T,WC_1213,Jorik HENDRICKX,MEN_FS,10.10,1.00,0,0,0,0,0,0,0,2,0,2013-03-11
3Lo+2T,WC_1213,Jorik HENDRICKX,MEN_FS,7.04,0.30,0,0,0,0,0,0,0,1,1,2013-03-11
2Lz,WC_1213,Jorik HENDRICKX,MEN_FS,2.31,-0.04,0,0,0,0,0,0,0,0,1,2013-03-11
3F,WC_1213,Jorik HENDRICKX,MEN_FS,5.83,0.00,0,0,0,0,0,0,0,1,0,2013-03-11
3S,WC_1213,Jorik HENDRICKX,MEN_FS,4.62,0.50,0,0,0,0,0,0,0,1,0,2013-03-11
2A,WC_1213,Jorik HENDRICKX,MEN_FS,3.63,-0.86,0,0,0,0,0,0,0,0,1,2013-03-11
3Lz,WC_1213,Viktor PFEIFER,MEN_FS,6.00,0.90,0,0,0,0,0,0,0,1,0,2013-03-11
3F,WC_1213,Viktor PFEIFER,MEN_FS,5.30,0.40,0,0,0,0,0,0,0,1,0,2013-03-11
2Lz+3T,WC_1213,Viktor PFEIFER,MEN_FS,5.00,-1.00,0,1,0,0,0,1,0,1,1,2013-03-11
3Lo,WC_1213,Viktor PFEIFER,MEN_FS,5.10,0.60,0,0,0,0,0,0,0,1,0,2013-03-11
2A,WC_1213,Viktor PFEIFER,MEN_FS,3.30,-0.29,0,0,0,0,0,0,0,0,1,2013-03-11
3S+3T,WC_1213,Viktor PFEIFER,MEN_FS,9.13,0.60,0,0,0,0,0,0,0,2,0,2013-03-11
3S+2T+2T,WC_1213,Viktor PFEIFER,MEN_FS,7.48,0.20,0,0,0,0,0,0,0,1,2,2013-03-11
2A,WC_1213,Viktor PFEIFER,MEN_FS,3.63,-0.21,0,0,0,0,0,0,0,0,1,2013-03-11
3A,WC_1213,Yakov GODOROZHA,MEN_FS,8.50,-2.00,0,0,0,0,0,0,0,1,0,2013-03-11
3Lz+3T,WC_1213,Yakov GODOROZHA,MEN_FS,10.10,0.50,0,0,0,0,0,0,0,2,0,2013-03-11
3A+SEQ,WC_1213,Yakov GODOROZHA,MEN_FS,6.80,-2.43,0,0,0,0,0,0,0,1,0,2013-03-11
3F+2T+2Lo,WC_1213,Yakov GODOROZHA,MEN_FS,8.40,-0.70,1,0,0,0,0,1,0,1,2,2013-03-11
3Lz,WC_1213,Yakov GODOROZHA,MEN_FS,6.60,0.70,0,0,0,0,0,0,0,1,0,2013-03-11
2A,WC_1213,Yakov GODOROZHA,MEN_FS,3.63,-1.00,0,0,0,0,0,0,0,0,1,2013-03-11
3Lo,WC_1213,Yakov GODOROZHA,MEN_FS,3.96,-2.10,0,1,0,0,0,1,0,1,0,2013-03-11
3S,WC_1213,Yakov GODOROZHA,MEN_FS,4.62,0.30,0,0,0,0,0,0,0,1,0,2013-03-11
3T,WC_1213,Tomas VERNER,MEN_FS,4.10,1.10,0,0,0,0,0,0,0,1,0,2013-03-11
3F,WC_1213,Tomas VERNER,MEN_FS,5.30,-0.90,1,0,0,0,0,1,0,1,0,2013-03-11
1A,WC_1213,Tomas VERNER,MEN_FS,1.10,-0.03,0,0,0,0,0,0,0,0,0,2013-03-11
2A,WC_1213,Tomas VERNER,MEN_FS,3.63,0.57,0,0,0,0,0,0,0,0,1,2013-03-11
1Lo,WC_1213,Tomas VERNER,MEN_FS,0.55,0.00,0,0,0,0,0,0,0,0,0,2013-03-11
2F,WC_1213,Tomas VERNER,MEN_FS,1.98,-0.30,1,0,0,0,0,1,0,0,1,2013-03-11
3F+SEQ,WC_1213,Tomas VERNER,MEN_FS,4.66,-0.50,1,0,0,0,0,1,0,1,0,2013-03-11
1Lo,WC_1213,Tomas VERNER,MEN_FS,0.55,0.00,0,0,0,0,0,0,0,0,0,2013-03-11
3A,WC_1213,Viktor ROMANENKOV,MEN_FS,8.50,0.00,0,0,0,0,0,0,0,1,0,2013-03-11
3A+2T,WC_1213,Viktor ROMANENKOV,MEN_FS,9.80,0.57,0,0,0,0,0,0,0,1,1,2013-03-11
3T,WC_1213,Viktor ROMANENKOV,MEN_FS,4.10,0.30,0,0,0,0,0,0,0,1,0,2013-03-11
3Lz,WC_1213,Viktor ROMANENKOV,MEN_FS,6.60,-1.40,0,0,0,0,0,0,0,1,0,2013-03-11
3Lo,WC_1213,Viktor ROMANENKOV,MEN_FS,5.61,0.00,0,0,0,0,0,0,0,1,0,2013-03-11
3Lz+SEQ,WC_1213,Viktor ROMANENKOV,MEN_FS,5.28,-2.10,0,0,0,0,0,0,0,1,0,2013-03-11
3S+2T,WC_1213,Viktor ROMANENKOV,MEN_FS,6.05,-0.70,0,0,0,0,0,0,0,1,1,2013-03-11
2A,WC_1213,Viktor ROMANENKOV,MEN_FS,3.63,-0.50,0,0,0,0,0,0,0,0,1,2013-03-11
3A,WC_1213,Justus STRID,MEN_FS,6.00,-3.00,0,1,0,0,0,1,0,1,0,2013-03-11
3Lz,WC_1213,Justus STRID,MEN_FS,6.00,-2.10,0,0,0,0,0,0,0,1,0,2013-03-11
3F,WC_1213,Justus STRID,MEN_FS,5.30,0.00,0,0,0,0,0,0,0,1,0,2013-03-11
3S+2T+2T,WC_1213,Justus STRID,MEN_FS,6.80,0.00,0,0,0,0,0,0,0,1,2,2013-03-11
3T+2T,WC_1213,Justus STRID,MEN_FS,5.94,0.10,0,0,0,0,0,0,0,1,1,2013-03-11
3T,WC_1213,Justus STRID,MEN_FS,4.51,0.50,0,0,0,0,0,0,0,1,0,2013-03-11
2F+2T,WC_1213,Justus STRID,MEN_FS,3.41,-0.51,0,0,0,0,0,0,0,0,2,2013-03-11
2A,WC_1213,Justus STRID,MEN_FS,3.63,-1.00,0,0,0,0,0,0,0,0,1,2013-03-11
3Lz+3T,WC_1213,Yuna KIM,LADIES_SP,10.10,1.40,0,0,0,0,0,0,0,2,0,2013-03-11
3F,WC_1213,Yuna KIM,LADIES_SP,5.30,-0.20,1,0,0,0,0,1,0,1,0,2013-03-11
2A,WC_1213,Yuna KIM,LADIES_SP,3.63,0.86,0,0,0,0,0,0,0,0,1,2013-03-11
3Lo,WC_1213,Carolina KOSTNER,LADIES_SP,5.10,1.30,0,0,0,0,0,0,0,1,0,2013-03-11
3T+3T,WC_1213,Carolina KOSTNER,LADIES_SP,8.20,-1.70,0,0,0,0,0,0,0,2,0,2013-03-11
2A,WC_1213,Carolina KOSTNER,LADIES_SP,3.63,1.00,0,0,0,0,0,0,0,0,1,2013-03-11
2A,WC_1213,Kanako MURAKAMI,LADIES_SP,3.30,0.79,0,0,0,0,0,0,0,0,1,2013-03-11
3T+3T,WC_1213,Kanako MURAKAMI,LADIES_SP,9.02,0.90,0,0,0,0,0,0,0,2,0,2013-03-11
3F,WC_1213,Kanako MURAKAMI,LADIES_SP,5.83,0.40,0,0,0,0,0,0,0,1,0,2013-03-11
3T+3T,WC_1213,Kaetlyn OSMOND,LADIES_SP,8.20,1.20,0,0,0,0,0,0,0,2,0,2013-03-11
3F,WC_1213,Kaetlyn OSMOND,LADIES_SP,5.30,1.40,0,0,0,0,0,0,0,1,0,2013-03-11
2A,WC_1213,Kaetlyn OSMOND,LADIES_SP,3.63,0.64,0,0,0,0,0,0,0,0,1,2013-03-11
3F+2T,WC_1213,Ashley WAGNER,LADIES_SP,6.60,1.00,0,0,0,0,0,0,0,1,1,2013-03-11
3Lo,WC_1213,Ashley WAGNER,LADIES_SP,5.61,0.90,0,0,0,0,0,0,0,1,0,2013-03-11
2A,WC_1213,Ashley WAGNER,LADIES_SP,3.63,0.50,0,0,0,0,0,0,0,0,1,2013-03-11
3A,WC_1213,Mao ASADA,LADIES_SP,8.50,0.14,0,0,0,0,0,0,0,1,0,2013-03-11
3F+2Lo,WC_1213,Mao ASADA,LADIES_SP,5.50,-0.50,0,1,0,0,0,1,0,1,1,2013-03-11
1Lo,WC_1213,Mao ASADA,LADIES_SP,0.55,-0.30,0,0,0,0,0,0,0,0,0,2013-03-11
3T+3T,WC_1213,Akiko SUZUKI,LADIES_SP,7.00,-1.40,0,1,0,0,0,1,0,2,0,2013-03-11
3F,WC_1213,Akiko SUZUKI,LADIES_SP,5.30,0.10,0,0,0,0,0,0,0,1,0,2013-03-11
2A,WC_1213,Akiko SUZUKI,LADIES_SP,3.63,0.64,0,0,0,0,0,0,0,0,1,2013-03-11
3T+3T,WC_1213,Adelina SOTNIKOVA,LADIES_SP,7.00,-0.50,0,1,0,0,0,1,0,2,0,2013-03-11
3F,WC_1213,Adelina SOTNIKOVA,LADIES_SP,5.30,0.30,0,0,0,0,0,0,0,1,0,2013-03-11
2A,WC_1213,Adelina SOTNIKOVA,LADIES_SP,3.30,0.86,0,0,0,0,0,0,0,0,1,2013-03-11
3Lz+3T,WC_1213,Gracie GOLD,LADIES_SP,8.90,-0.70,0,1,0,0,0,1,0,2,0,2013-03-11
3F,WC_1213,Gracie GOLD,LADIES_SP,5.30,-0.60,1,0,0,0,0,1,0,1,0,2013-03-11
2A,WC_1213,Gracie GOLD,LADIES_SP,3.30,0.50,0,0,0,0,0,0,0,0,1,2013-03-11
3T+2T,WC_1213,Viktoria HELGESSON,LADIES_SP,5.40,0.70,0,0,0,0,0,0,0,1,1,2013-03-11
3Lo,WC_1213,Viktoria HELGESSON,LADIES_SP,5.10,0.10,0,0,0,0,0,0,0,1,0,2013-03-11
2A,WC_1213,Viktoria HELGESSON,LADIES_SP,3.30,0.64,0,0,0,0,0,0,0,0,1,2013-03-11
3T+3T,WC_1213,Mae Berenice MEITE,LADIES_SP,8.20,0.50,0,0,0,0,0,0,0,2,0,2013-03-11
3Lo,WC_1213,Mae Berenice MEITE,LADIES_SP,5.10,-0.40,0,0,0,0,0,0,0,1,0,2013-03-11
2A,WC_1213,Mae Berenice MEITE,LADIES_SP,3.63,0.29,0,0,0,0,0,0,0,0,1,2013-03-11
3T+3T,WC_1213,Zijun LI,LADIES_SP,7.00,-2.10,0,1,0,0,0,1,0,2,0,2013-03-11
3F,WC_1213,Zijun LI,LADIES_SP,5.30,0.20,0,0,0,0,0,0,0,1,0,2013-03-11
2A,WC_1213,Zijun LI,LADIES_SP,3.63,0.50,0,0,0,0,0,0,0,0,1,2013-03-11
3T+3T,WC_1213,Alena LEONOVA,LADIES_SP,5.40,-1.80,0,0,1,0,0,1,0,2,0,2013-03-11
3F,WC_1213,Alena LEONOVA,LADIES_SP,5.30,-0.80,0,0,0,0,0,0,0,1,0,2013-03-11
2A,WC_1213,Alena LEONOVA,LADIES_SP,3.30,0.57,0,0,0,0,0,0,0,0,1,2013-03-11
3Lz+3T,WC_1213,Elizaveta TUKTAMYSHEVA,LADIES_SP,10.10,1.20,0,0,0,0,0,0,0,2,0,2013-03-11
3Lo,WC_1213,Elizaveta TUKTAMYSHEVA,LADIES_SP,5.10,0.30,0,0,0,0,0,0,0,1,0,2013-03-11
1A,WC_1213,Elizaveta TUKTAMYSHEVA,LADIES_SP,0.00,0.00,0,0,1,0,0,1,0,0,0,2013-03-11
3T+3T,WC_1213,Elena GLEBOVA,LADIES_SP,8.20,1.00,0,0,0,0,0,0,0,2,0,2013-03-11
3S,WC_1213,Elena GLEBOVA,LADIES_SP,4.20,0.70,0,0,0,0,0,0,0,1,0,2013-03-11
2A,WC_1213,Elena GLEBOVA,LADIES_SP,3.30,0.00,0,0,0,0,0,0,0,0,1,2013-03-11
3F+2T,WC_1213,Sonia LAFUENTE,LADIES_SP,6.60,0.40,0,0,0,0,0,0,0,1,1,2013-03-11
3Lo,WC_1213,Sonia LAFUENTE,LADIES_SP,5.10,0.20,0,0,0,0,0,0,0,1,0,2013-03-11
2A,WC_1213,Sonia LAFUENTE,LADIES_SP,3.63,0.50,0,0,0,0,0,0,0,0,1,2013-03-11
3F,WC_1213,Natalia POPOVA,LADIES_SP,5.30,0.10,0,0,0,0,0,0,0,1,0,2013-03-11
3T+2T,WC_1213,Natalia POPOVA,LADIES_SP,5.40,0.20,0,0,0,0,0,0,0,1,1,2013-03-11
2A,WC_1213,Natalia POPOVA,LADIES_SP,3.63,0.07,0,0,0,0,0,0,0,0,1,2013-03-11
3F+2T,WC_1213,Jenna MCCORKELL,LADIES_SP,6.60,-0.10,0,0,0,0,0,0,0,1,1,2013-03-11
3T,WC_1213,Jenna MCCORKELL,LADIES_SP,4.10,0.30,0,0,0,0,0,0,0,1,0,2013-03-11
2A,WC_1213,Jenna MCCORKELL,LADIES_SP,3.63,-0.36,0,0,0,0,0,0,0,0,1,2013-03-11
2A,WC_1213,Monika SIMANCIKOVA,LADIES_SP,3.30,0.14,0,0,0,0,0,0,0,0,1,2013-03-11
3F,WC_1213,Monika SIMANCIKOVA,LADIES_SP,5.30,0.10,0,0,0,0,0,0,0,1,0,2013-03-11
3T+2T,WC_1213,Monika SIMANCIKOVA,LADIES_SP,5.94,0.70,0,0,0,0,0,0,0,1,1,2013-03-11
3T+2T,WC_1213,Brooklee HAN,LADIES_SP,5.40,0.30,0,0,0,0,0,0,0,1,1,2013-03-11
3Lo,WC_1213,Brooklee HAN,LADIES_SP,5.10,0.00,0,0,0,0,0,0,0,1,0,2013-03-11
2A,WC_1213,Brooklee HAN,LADIES_SP,3.63,-0.14,0,0,0,0,0,0,0,0,1,2013-03-11
3Lz+2T,WC_1213,Valentina MARCHEI,LADIES_SP,7.30,0.00,0,0,0,0,0,0,0,1,1,2013-03-11
3S,WC_1213,Valentina MARCHEI,LADIES_SP,2.90,-2.10,0,1,0,0,0,1,0,1,0,2013-03-11
2A,WC_1213,Valentina MARCHEI,LADIES_SP,3.63,-1.14,0,0,0,0,0,0,0,0,1,2013-03-11
3T+2T,WC_1213,Kerstin FRANK,LADIES_SP,5.40,0.60,0,0,0,0,0,0,0,1,1,2013-03-11
3S,WC_1213,Kerstin FRANK,LADIES_SP,4.62,0.60,0,0,0,0,0,0,0,1,0,2013-03-11
2A,WC_1213,Kerstin FRANK,LADIES_SP,3.63,0.50,0,0,0,0,0,0,0,0,1,2013-03-11
3T+3T,WC_1213,Kexin ZHANG,LADIES_SP,8.20,1.20,0,0,0,0,0,0,0,2,0,2013-03-11
1Lz,WC_1213,Kexin ZHANG,LADIES_SP,0.60,-0.30,0,0,0,0,0,0,0,0,0,2013-03-11
2A,WC_1213,Kexin ZHANG,LADIES_SP,3.63,0.07,0,0,0,0,0,0,0,0,1,2013-03-11
3F,WC_1213,Nathalie WEINZIERL,LADIES_SP,5.30,-2.10,0,0,0,0,0,0,0,1,0,2013-03-11
3Lz+2T,WC_1213,Nathalie WEINZIERL,LADIES_SP,7.30,0.00,0,0,0,0,0,0,0,1,1,2013-03-11
2A,WC_1213,Nathalie WEINZIERL,LADIES_SP,3.63,-0.50,0,0,0,0,0,0,0,0,1,2013-03-11
3Lz+2T,WC_1213,Isadora WILLIAMS,LADIES_SP,7.30,-0.20,0,0,0,0,0,0,0,1,1,2013-03-11
3F,WC_1213,Isadora WILLIAMS,LADIES_SP,5.30,-1.90,1,0,0,0,0,1,0,1,0,2013-03-11
2A,WC_1213,Isadora WILLIAMS,LADIES_SP,3.30,-0.07,0,0,0,0,0,0,0,0,1,2013-03-11
3Lo+2T,WC_1213,Anita MADSEN,LADIES_SP,6.40,0.40,0,0,0,0,0,0,0,1,1,2013-03-11
3S,WC_1213,Anita MADSEN,LADIES_SP,4.20,0.50,0,0,0,0,0,0,0,1,0,2013-03-11
2A,WC_1213,Anita MADSEN,LADIES_SP,3.30,0.00,0,0,0,0,0,0,0,0,1,2013-03-11
3Lo,WC_1213,Carol BRESSANUTTI,LADIES_SP,3.60,-1.20,0,1,0,0,0,1,0,1,0,2013-03-11
3T+2T,WC_1213,Carol BRESSANUTTI,LADIES_SP,5.40,0.10,0,0,0,0,0,0,0,1,1,2013-03-11
2A,WC_1213,Carol BRESSANUTTI,LADIES_SP,3.63,0.21,0,0,0,0,0,0,0,0,1,2013-03-11
3T,WC_1213,Kaat VAN DAELE,LADIES_SP,4.10,0.50,0,0,0,0,0,0,0,1,0,2013-03-11
2S+1T,WC_1213,Kaat VAN DAELE,LADIES_SP,1.70,-0.60,0,0,0,0,0,0,0,0,1,2013-03-11
2A,WC_1213,Kaat VAN DAELE,LADIES_SP,3.63,0.36,0,0,0,0,0,0,0,0,1,2013-03-11
2Lz+3T,WC_1213,Elene GEDEVANISHVILI,LADIES_SP,5.00,-1.40,0,1,0,0,0,1,0,1,1,2013-03-11
3S,WC_1213,Elene GEDEVANISHVILI,LADIES_SP,4.20,-1.80,0,0,0,0,0,0,0,1,0,2013-03-11
2A,WC_1213,Elene GEDEVANISHVILI,LADIES_SP,3.63,-0.64,0,0,0,0,0,0,0,0,1,2013-03-11
3Lz+2T,WC_1213,Tina STUERZINGER,LADIES_SP,7.30,-1.10,1,0,0,0,0,1,0,1,1,2013-03-11
3T,WC_1213,Tina STUERZINGER,LADIES_SP,4.10,-0.30,0,0,0,0,0,0,0,1,0,2013-03-11
2A,WC_1213,Tina STUERZINGER,LADIES_SP,3.63,-1.50,0,0,0,0,0,0,0,0,1,2013-03-11
3T+2T,WC_1213,Juulia TURKKILA,LADIES_SP,4.50,-2.10,0,0,1,0,0,1,0,1,1,2013-03-11
3S,WC_1213,Juulia TURKKILA,LADIES_SP,4.20,0.10,0,0,0,0,0,0,0,1,0,2013-03-11
1A,WC_1213,Juulia TURKKILA,LADIES_SP,1.21,-0.60,0,0,0,0,0,0,0,0,0,2013-03-11
1S,WC_1213,Anne Line GJERSEM,LADIES_SP,0.40,-0.30,0,0,0,0,1,1,0,0,0,2013-03-11
3Lo,WC_1213,Anne Line GJERSEM,LADIES_SP,5.10,-1.10,0,0,0,0,0,0,0,1,0,2013-03-11
2A,WC_1213,Anne Line GJERSEM,LADIES_SP,3.63,-0.21,0,0,0,0,0,0,0,0,1,2013-03-11
2A,WC_1213,Inga JANULEVICIUTE,LADIES_SP,3.30,0.00,0,0,0,0,0,0,0,0,1,2013-03-11
